"No.","Time","Source","Destination","Protocol","Length","Info"
"60612","19:37:04.906808","10.107.135.158","180.250.13.34","DNS","82","Standard query 0x4afa HTTPS players.brightcove.net"
"60613","19:37:04.909768","180.250.13.34","10.107.135.158","DNS","176","Standard query response 0xc670 A players.brightcove.net CNAME players.brightcove.net.edgekey.net CNAME e9573.g.akamaiedge.net A 104.93.118.233"
"60627","19:37:04.934157","180.250.13.34","10.107.135.158","DNS","221","Standard query response 0x4afa HTTPS players.brightcove.net CNAME players.brightcove.net.edgekey.net CNAME e9573.g.akamaiedge.net SOA n0g.akamaiedge.net"
"60966","19:37:05.295464","10.107.135.158","180.250.13.34","DNS","74","Standard query 0xda59 A vjs.zencdn.net"
"60967","19:37:05.295875","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x1f3d HTTPS vjs.zencdn.net"
"60968","19:37:05.298304","180.250.13.34","10.107.135.158","DNS","175","Standard query response 0x1f3d HTTPS vjs.zencdn.net CNAME dualstack.osff.map.fastly.net SOA ns1.fastly.net"
"60974","19:37:05.358514","180.250.13.34","10.107.135.158","DNS","202","Standard query response 0xda59 A vjs.zencdn.net CNAME dualstack.osff.map.fastly.net A 199.232.46.217 NS ns1.fastly.net NS ns2.fastly.net NS ns3.fastly.net NS ns4.fastly.net"
"60985","19:37:05.402174","10.107.135.158","180.250.13.34","DNS","85","Standard query 0xf664 A assets.map.brightcove.com"
"60986","19:37:05.402583","10.107.135.158","180.250.13.34","DNS","85","Standard query 0xcf0b HTTPS assets.map.brightcove.com"
"60987","19:37:05.414070","10.107.135.158","180.250.13.34","DNS","83","Standard query 0xe74e A edge.api.brightcove.com"
"60989","19:37:05.414458","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x5083 HTTPS edge.api.brightcove.com"
"60990","19:37:05.416685","10.107.135.158","180.250.13.34","DNS","82","Standard query 0x4aba A metrics.brightcove.com"
"60991","19:37:05.417754","10.107.135.158","180.250.13.34","DNS","82","Standard query 0x2198 HTTPS metrics.brightcove.com"
"60992","19:37:05.420641","180.250.13.34","10.107.135.158","DNS","180","Standard query response 0x5083 HTTPS edge.api.brightcove.com CNAME brightcove.map.fastly.net SOA ns1.fastly.net"
"60996","19:37:05.431173","180.250.13.34","10.107.135.158","DNS","210","Standard query response 0xe74e A edge.api.brightcove.com CNAME brightcove.map.fastly.net A 199.232.46.27 NS ns1.fastly.net NS ns2.fastly.net NS ns3.fastly.net NS ns4.fastly.net"
"60998","19:37:05.439887","180.250.13.34","10.107.135.158","DNS","235","Standard query response 0x4aba A metrics.brightcove.com A 35.244.232.184 NS ns-1426.awsdns-50.org NS ns-1868.awsdns-41.co.uk NS ns-359.awsdns-44.com NS ns-668.awsdns-19.net"
"60999","19:37:05.439983","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xcb73 A content-autofill.googleapis.com"
"61000","19:37:05.440403","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xb4f1 HTTPS content-autofill.googleapis.com"
"61003","19:37:05.444568","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0xb4f1 HTTPS content-autofill.googleapis.com SOA ns1.google.com"
"61004","19:37:05.444568","180.250.13.34","10.107.135.158","DNS","235","Standard query response 0xcb73 A content-autofill.googleapis.com A 172.253.118.95 A 74.125.24.95 A 142.250.4.95 A 142.251.10.95 A 142.251.12.95 A 172.217.194.95 A 74.125.200.95 A 74.125.130.95 A 74.125.68.95"
"61180","19:37:05.681130","10.107.135.158","180.250.13.34","DNS","81","Standard query 0x42e0 A static.3playmedia.com"
"61181","19:37:05.681441","10.107.135.158","180.250.13.34","DNS","81","Standard query 0xcdc2 HTTPS static.3playmedia.com"
"61182","19:37:05.687923","10.107.135.158","180.250.13.34","DNS","96","Standard query 0x4854 A cf-images.us-east-1.prod.boltdns.net"
"61183","19:37:05.688423","10.107.135.158","180.250.13.34","DNS","96","Standard query 0x5334 HTTPS cf-images.us-east-1.prod.boltdns.net"
"61186","19:37:05.703253","180.250.13.34","10.107.135.158","DNS","164","Standard query response 0x2198 HTTPS metrics.brightcove.com SOA ns-1426.awsdns-50.org"
"61187","19:37:05.705165","10.107.135.158","180.250.13.34","DNS","85","Standard query 0xa9fe A manifest.prod.boltdns.net"
"61188","19:37:05.705557","10.107.135.158","180.250.13.34","DNS","85","Standard query 0x18b5 HTTPS manifest.prod.boltdns.net"
"61192","19:37:05.727233","180.250.13.34","10.107.135.158","DNS","192","Standard query response 0x18b5 HTTPS manifest.prod.boltdns.net CNAME dualstack.brightcove.map.fastly.net SOA ns1.fastly.net"
"61193","19:37:05.727233","180.250.13.34","10.107.135.158","DNS","219","Standard query response 0xa9fe A manifest.prod.boltdns.net CNAME dualstack.brightcove.map.fastly.net A 199.232.46.27 NS ns1.fastly.net NS ns2.fastly.net NS ns3.fastly.net NS ns4.fastly.net"
"61196","19:37:05.731565","180.250.13.34","10.107.135.158","DNS","212","Standard query response 0xcf0b HTTPS assets.map.brightcove.com CNAME d2qf7db5czh0zh.cloudfront.net SOA ns-1551.awsdns-01.co.uk"
"61227","19:37:05.837292","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x9c86 A safebrowsing.googleapis.com"
"61228","19:37:05.837922","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x9626 HTTPS safebrowsing.googleapis.com"
"61229","19:37:05.840989","180.250.13.34","10.107.135.158","DNS","103","Standard query response 0x9c86 A safebrowsing.googleapis.com A 172.217.194.95"
"61230","19:37:05.841566","10.107.135.158","180.250.13.34","DNS","89","Standard query 0xe75d A bcbolt446c5271-a.akamaihd.net"
"61231","19:37:05.841773","10.107.135.158","180.250.13.34","DNS","89","Standard query 0x5795 HTTPS bcbolt446c5271-a.akamaihd.net"
"61232","19:37:05.843967","180.250.13.34","10.107.135.158","DNS","144","Standard query response 0x9626 HTTPS safebrowsing.googleapis.com SOA ns1.google.com"
"61254","19:37:05.875643","180.250.13.34","10.107.135.158","DNS","207","Standard query response 0xe75d A bcbolt446c5271-a.akamaihd.net CNAME bcbolt446c5271-a.akamaihd.net.edgesuite.net CNAME a162.dscg2.akamai.net A 118.97.158.159 A 118.97.158.153"
"61257","19:37:05.886044","180.250.13.34","10.107.135.158","DNS","281","Standard query response 0x42e0 A static.3playmedia.com A 18.161.111.26 A 18.161.111.13 A 18.161.111.106 A 18.161.111.3 NS ns-1502.awsdns-59.org NS ns-1689.awsdns-19.co.uk NS ns-50.awsdns-06.com NS ns-692.awsdns-22.net"
"61272","19:37:05.913732","180.250.13.34","10.107.135.158","DNS","240","Standard query response 0x5795 HTTPS bcbolt446c5271-a.akamaihd.net CNAME bcbolt446c5271-a.akamaihd.net.edgesuite.net CNAME a162.dscg2.akamai.net SOA n0dscg2.akamai.net"
"61641","19:37:06.125055","180.250.13.34","10.107.135.158","DNS","163","Standard query response 0xcdc2 HTTPS static.3playmedia.com SOA ns-1502.awsdns-59.org"
"61679","19:37:06.138747","180.250.13.34","10.107.135.158","DNS","326","Standard query response 0xf664 A assets.map.brightcove.com CNAME d2qf7db5czh0zh.cloudfront.net A 18.64.18.11 A 18.64.18.39 A 18.64.18.93 A 18.64.18.127 NS ns-1436.awsdns-51.org NS ns-1551.awsdns-01.co.uk NS ns-376.awsdns-47.com NS ns-714.awsdns-25.net"
"62060","19:37:06.328140","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x6a5a A map.brightcove.com"
"62061","19:37:06.328368","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x19e2 HTTPS map.brightcove.com"
"62223","19:37:06.440263","180.250.13.34","10.107.135.158","DNS","376","Standard query response 0x4854 A cf-images.us-east-1.prod.boltdns.net CNAME cf-images.us-east-1.prod-a.boltdns.net CNAME dh29jf0q5erm3.cloudfront.net A 18.64.37.88 A 18.64.37.92 A 18.64.37.19 A 18.64.37.124 NS ns-1141.awsdns-14.org NS ns-1819.awsdns-35.co.uk NS ns-667.awsdns-19.net NS ns-88.awsdns-11.com"
"62634","19:37:06.662849","180.250.13.34","10.107.135.158","DNS","331","Standard query response 0x6a5a A map.brightcove.com CNAME audience-public-prod-90639937.us-east-1.elb.amazonaws.com A 107.21.189.104 A 34.206.74.47 A 3.234.148.137 NS ns-1119.awsdns-11.org NS ns-1793.awsdns-32.co.uk NS ns-235.awsdns-29.com NS ns-934.awsdns-52.net"
"62879","19:37:06.800048","180.250.13.34","10.107.135.158","DNS","228","Standard query response 0x19e2 HTTPS map.brightcove.com CNAME audience-public-prod-90639937.us-east-1.elb.amazonaws.com SOA ns-1119.awsdns-11.org"
"62950","19:37:06.839600","180.250.13.34","10.107.135.158","DNS","263","Standard query response 0x5334 HTTPS cf-images.us-east-1.prod.boltdns.net CNAME cf-images.us-east-1.prod-a.boltdns.net CNAME dh29jf0q5erm3.cloudfront.net SOA ns-1819.awsdns-35.co.uk"
"63543","19:37:14.559633","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x89b3 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net"
"63545","19:37:15.090352","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x89b3 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-01.deakh.mongodb.net CNAME ec2-63-32-70-18.eu-west-1.compute.amazonaws.com A 63.32.70.18 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"64124","19:37:34.500549","10.107.135.158","180.250.13.34","DNS","95","Standard query 0x07e1 A optimizationguide-pa.googleapis.com"
"64125","19:37:34.500960","10.107.135.158","180.250.13.34","DNS","95","Standard query 0x482c HTTPS optimizationguide-pa.googleapis.com"
"64126","19:37:34.504868","180.250.13.34","10.107.135.158","DNS","152","Standard query response 0x482c HTTPS optimizationguide-pa.googleapis.com SOA ns1.google.com"
"64127","19:37:34.504868","180.250.13.34","10.107.135.158","DNS","239","Standard query response 0x07e1 A optimizationguide-pa.googleapis.com A 74.125.130.95 A 74.125.68.95 A 172.253.118.95 A 74.125.24.95 A 142.250.4.95 A 142.251.10.95 A 142.251.12.95 A 172.217.194.95 A 74.125.200.95"
"64130","19:37:34.519258","10.107.135.158","180.250.13.34","DNS","83","Standard query 0xfe94 A safebrowsing.google.com"
"64131","19:37:34.520667","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x9a53 HTTPS safebrowsing.google.com"
"64132","19:37:34.522165","180.250.13.34","10.107.135.158","DNS","166","Standard query response 0xfe94 A safebrowsing.google.com CNAME sb.l.google.com A 74.125.200.190 A 74.125.200.91 A 74.125.200.136 A 74.125.200.93"
"64133","19:37:34.524111","180.250.13.34","10.107.135.158","DNS","152","Standard query response 0x9a53 HTTPS safebrowsing.google.com CNAME sb.l.google.com SOA ns1.google.com"
"64383","19:37:35.425456","10.107.135.158","180.250.13.34","DNS","81","Standard query 0x7508 A downloads.tableau.com"
"64384","19:37:35.427306","10.107.135.158","180.250.13.34","DNS","81","Standard query 0x8d2f HTTPS downloads.tableau.com"
"64406","19:37:35.516135","180.250.13.34","10.107.135.158","DNS","229","Standard query response 0x8d2f HTTPS downloads.tableau.com CNAME globalcdn-downloads.tableau.com.edgekey.net CNAME e7843.a.akamaiedge.net SOA n0a.akamaiedge.net"
"64420","19:37:35.617069","180.250.13.34","10.107.135.158","DNS","187","Standard query response 0x7508 A downloads.tableau.com CNAME globalcdn-downloads.tableau.com.edgekey.net CNAME e7843.a.akamaiedge.net A 23.32.119.34"
"82806","19:37:43.033770","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x4d9f A www.msftconnecttest.com"
"82847","19:37:43.055821","180.250.13.34","10.107.135.158","DNS","219","Standard query response 0x4d9f A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"88676","19:37:45.287634","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x960c A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net"
"90038","19:37:45.850406","180.250.13.34","10.107.135.158","DNS","419","Standard query response 0x960c A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-02.deakh.mongodb.net CNAME ec2-52-16-40-109.eu-west-1.compute.amazonaws.com A 52.16.40.109 NS ns2.amzndns.com NS ns1.amzndns.org NS ns1.amzndns.com NS ns1.amzndns.co.uk NS ns1.amzndns.net NS ns2.amzndns.net NS ns2.amzndns.org NS ns2.amzndns.co.uk"
"99719","19:37:50.690857","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x692c A beacons.gcp.gvt2.com"
"99720","19:37:50.691047","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x8d1c HTTPS beacons.gcp.gvt2.com"
"99721","19:37:50.691411","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x07c4 A beacons2.gvt2.com"
"99722","19:37:50.691612","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x61e4 HTTPS beacons2.gvt2.com"
"99740","19:37:50.700772","180.250.13.34","10.107.135.158","DNS","193","Standard query response 0x8d1c HTTPS beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com CNAME gce-beacons.gcp.gvt2.com SOA ns1.google.com"
"99741","19:37:50.700772","180.250.13.34","10.107.135.158","DNS","126","Standard query response 0x692c A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 74.125.200.94"
"99744","19:37:50.700772","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x07c4 A beacons2.gvt2.com A 216.239.34.117 A 216.239.38.117 A 216.239.32.117 A 216.239.36.117"
"99745","19:37:50.700772","180.250.13.34","10.107.135.158","DNS","134","Standard query response 0x61e4 HTTPS beacons2.gvt2.com SOA ns1.google.com"
"99909","19:37:50.761058","10.107.135.158","180.250.13.34","DNS","80","Standard query 0xc493 A beacons.gcp.gvt2.com"
"99915","19:37:50.761699","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x9080 HTTPS beacons.gcp.gvt2.com"
"99926","19:37:50.768557","180.250.13.34","10.107.135.158","DNS","152","Standard query response 0xc493 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com CNAME gce-beacons.gcp.gvt2.com A 130.211.4.55"
"99927","19:37:50.768557","180.250.13.34","10.107.135.158","DNS","167","Standard query response 0x9080 HTTPS beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com SOA ns1.google.com"
"116616","19:37:57.856159","10.107.135.158","118.98.44.50","DNS","74","Standard query 0xe5ef A www.google.com"
"116618","19:37:57.856443","10.107.135.158","118.98.44.50","DNS","74","Standard query 0x3638 HTTPS www.google.com"
"116629","19:37:57.860722","118.98.44.50","10.107.135.158","DNS","120","Standard query response 0xe5ef A www.google.com CNAME forcesafesearch.google.com A 216.239.38.120"
"116630","19:37:57.860722","118.98.44.50","10.107.135.158","DNS","99","Standard query response 0x3638 HTTPS www.google.com HTTPS"
"117558","19:37:58.366011","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x45e4 A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net"
"119231","19:37:59.230824","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x45e4 A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-00.deakh.mongodb.net CNAME ec2-99-80-96-42.eu-west-1.compute.amazonaws.com A 99.80.96.42 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"132500","19:38:04.926460","10.107.135.158","180.250.13.34","DNS","89","Standard query 0xa47b A clientservices.googleapis.com"
"132501","19:38:04.927103","10.107.135.158","180.250.13.34","DNS","89","Standard query 0xdc88 HTTPS clientservices.googleapis.com"
"132528","19:38:04.935467","180.250.13.34","10.107.135.158","DNS","105","Standard query response 0xa47b A clientservices.googleapis.com A 74.125.130.94"
"132531","19:38:04.935467","180.250.13.34","10.107.135.158","DNS","146","Standard query response 0xdc88 HTTPS clientservices.googleapis.com SOA ns1.google.com"
"163595","19:38:17.199746","10.107.135.158","118.98.44.50","DNS","86","Standard query 0xc027 A encrypted-tbn0.gstatic.com"
"163596","19:38:17.200334","10.107.135.158","118.98.44.50","DNS","86","Standard query 0x5227 HTTPS encrypted-tbn0.gstatic.com"
"163608","19:38:17.213810","118.98.44.50","10.107.135.158","DNS","182","Standard query response 0xc027 A encrypted-tbn0.gstatic.com A 74.125.200.100 A 74.125.200.138 A 74.125.200.102 A 74.125.200.113 A 74.125.200.101 A 74.125.200.139"
"163609","19:38:17.213810","118.98.44.50","10.107.135.158","DNS","143","Standard query response 0x5227 HTTPS encrypted-tbn0.gstatic.com SOA ns1.google.com"
"164052","19:38:17.389607","10.107.135.158","118.98.44.50","DNS","71","Standard query 0xbccc A twitter.com"
"164053","19:38:17.389989","10.107.135.158","118.98.44.50","DNS","71","Standard query 0x9db7 HTTPS twitter.com"
"164054","19:38:17.390542","10.107.135.158","118.98.44.50","DNS","73","Standard query 0x0831 A abs.twimg.com"
"164055","19:38:17.391022","10.107.135.158","118.98.44.50","DNS","73","Standard query 0x4c1f HTTPS abs.twimg.com"
"164059","19:38:17.393265","10.107.135.158","118.98.44.50","DNS","73","Standard query 0x00cb A pbs.twimg.com"
"164065","19:38:17.395214","10.107.135.158","118.98.44.50","DNS","73","Standard query 0xdf72 HTTPS pbs.twimg.com"
"164081","19:38:17.396341","118.98.44.50","10.107.135.158","DNS","87","Standard query response 0xbccc A twitter.com A 104.244.42.65"
"164084","19:38:17.397501","118.98.44.50","10.107.135.158","DNS","165","Standard query response 0x4c1f HTTPS abs.twimg.com CNAME cs510.wpc.edgecastcdn.net SOA ns1.edgecastcdn.net"
"164085","19:38:17.397501","118.98.44.50","10.107.135.158","DNS","226","Standard query response 0x00cb A pbs.twimg.com CNAME cs196.wac.edgecastcdn.net CNAME cs2-wac.apr-8315.edgecastdns.net CNAME cs2-wac-as.8315.ecdns.net CNAME cs45.wac.edgecastcdn.net A 117.18.237.70"
"164095","19:38:17.401020","118.98.44.50","10.107.135.158","DNS","177","Standard query response 0xdf72 HTTPS pbs.twimg.com CNAME cs196.wac.edgecastcdn.net SOA ns1.fastly.net"
"164107","19:38:17.406530","118.98.44.50","10.107.135.158","DNS","128","Standard query response 0x0831 A abs.twimg.com CNAME cs510.wpc.edgecastcdn.net A 152.199.43.83"
"164120","19:38:17.410976","118.98.44.50","10.107.135.158","DNS","136","Standard query response 0x9db7 HTTPS twitter.com SOA a.u06.twtrdns.net"
"166253","19:38:18.331900","10.107.135.158","118.98.44.50","DNS","75","Standard query 0x2ab2 A api.twitter.com"
"166254","19:38:18.332318","10.107.135.158","118.98.44.50","DNS","75","Standard query 0xbed2 HTTPS api.twitter.com"
"166256","19:38:18.334119","10.107.135.158","118.98.44.50","DNS","64","Standard query 0xd8b2 A t.co"
"166261","19:38:18.334498","10.107.135.158","118.98.44.50","DNS","64","Standard query 0x332f HTTPS t.co"
"166385","19:38:18.394550","118.98.44.50","10.107.135.158","DNS","162","Standard query response 0x2ab2 A api.twitter.com CNAME tpop-api.twitter.com A 104.244.42.130 A 104.244.42.2 A 104.244.42.194 A 104.244.42.66"
"166390","19:38:18.394954","118.98.44.50","10.107.135.158","DNS","128","Standard query response 0xd8b2 A t.co A 104.244.42.133 A 104.244.42.197 A 104.244.42.5 A 104.244.42.69"
"166391","19:38:18.394954","118.98.44.50","10.107.135.158","DNS","132","Standard query response 0x332f HTTPS t.co SOA a.u06.twtrdns.net"
"166404","19:38:18.397517","10.107.135.158","118.98.44.50","DNS","75","Standard query 0x12ca A video.twimg.com"
"166405","19:38:18.397799","10.107.135.158","118.98.44.50","DNS","75","Standard query 0xeab3 HTTPS video.twimg.com"
"166416","19:38:18.407760","118.98.44.50","10.107.135.158","DNS","163","Standard query response 0xbed2 HTTPS api.twitter.com CNAME tpop-api.twitter.com SOA a.u06.twtrdns.net"
